sentence,sentiment
kansai nerolac q4 net down 63 per cent at rs 45 crore,2
balaji telefils has been in a downtrend ashwani gujral,2
blyk is launching first in the uk market in mid 2007 with other markets to follow,0
nse to begin overnight investment facility from monday,0
world stocks inch towards all time high,1
it stocks performing well due to better quarterly results p phani sekhar,1
omcs may cut petrol diesel price in november stocks gain,1
initial estimated total value of the contract was 250 000 euros excluding vat,0
russ don t catch falling knives but i think an entry is coming soon on this,1
base metal prices will go up seshadri bharathan,1
combining this deep domain expertise with our application service management asm and outsourcing service offerings has now proved to be a winning combination,1
praj industries back on growth track with ethanol business revival ganga project and margin play,1
bosch reports 19 fall in profit for october december,2
foreign institutional investors pump in rs 4 900 crore in indian stocks,1
dollar rises in asia on fed chief rate comments,1
shalimar paints has good headroom for growth prakash diwan,1
astrazeneca pharma q1 net loss at rs 8 crore,0
talvivaara has secured a 10 year off take agreement for 100 per cent of its main output of nickel and cobalt to norilsk nickel and entered into a long term zinc streaming agreement with nyrstar nv,1
wockhardt rallies 20 on strong volumes hits highest level in 25 weeks a buy call,1
the redesigned crushing circuit has been in operation since the start of september and its overall production rate on a weekly basis is in excess of an average of 40 000 tonnes a day,0
euro struggles near 1 year low on weak german data ecb mario draghi comments,2
brent falls below 109 as libya restarts oilfield,2
gur remains flat in tight movements,0
gold steadies ahead of expected hawkish fed moves,0
its 168 asset management experts manage assets worth over eur 35 billion,0
bharti airtel slips on increasing voip rates,2
nsel ftil merge case adjourned to december 22,0
godrej properties october december net profit up 5 income down 9,1
both the net sales and operating profit were record high in the company s history,1
hcc shares zoom 7 on positive q4 numbers,1
gold climbs to two month high on iraq to us economy outlook,1
muthoot fincorp announces its first public issue of ncds,0
tea prices stay firm on robust demand,0
somany ceramics is a fundamentally strong company sudhir nair,1
volatility may force a rethink on short term inflows into government bonds,0
air india posts a loss of rs 5 000 crore in 2013 14,0
cesc tariff hike to improve cash flow boost business plans,1
rocket internet joins rush of e commerce listings,0
grasim industry q2 net down to rs 346 crore,2
man industries rallies 5 on rs 500 crore orders win,1
not best time to buy sugar stocks,2
we have significant experience in smartphone functionality in the development of mobile internet services and in uniting the two into a smooth user experience,1
in 2009 kone had annual net sales of eur 4 7 billion and approximately 34 000 employees,0
the first phase of the logistics complex envisages the completion of some 70 000 sq m of logistics premises and the gatehouse building in november 2008,0
market seeing patience if not conviction prakash diwan,0
ranbaxy net loss at rs 73 6 crore in jan mar quarter,2
steel prices remain flat in lacklustre trade,0
education companies rally upto 24 on cheap valuations,1
marimekko group s full year net sales are estimated to increase by about 10,1
comfort comtrade lists on bse s sme platform,0
acc october december net rises 18 to rs 326 crore on tax benefits,1
claris surges 18 as pharma cos in race to buy injectible biz,1
8k miles rallies 9 in a dull market,1
tokyo stocks open 0 32 lower,2
ipo watch invest in power mech ipo with caution,2
lower levels on nifty to be good buying opportunities mitesh thacker miteshthacker com,1
qualcomm estimated a first quarter profit between 46 and 50 cents a share excluding certain items below the analyst estimate of 61 cents a share,2
short more faz for all who don t know that means markets will tank now p,2
alstom india registers rs 7 58 crore loss in third quarter,0
finland s nokian tyres and kazakhstan s ordabasy corporation signed an agreement to build a plant in astana to produce car tires ordabasy chairman dinmukhamet idrisov said at a press conference,1
about marubeni marubeni corporation tse 8002 adr maruy was established in 1858 and is a core company of marubeni group one of japan s leading general trading houses,1
monsanto india q1 net up 16 at rs 56 24 crore,1
ftil sells nearly 7 pc stake in iex for rs 21 45 cr,2
last year s net sales rose to eur 68 3 million from eur 62 2 million,1
apl apollo q3 net up 54 pc to rs 13 01 cr,1
mondelez international elevates manu anand names new md for india,0
process for selecting cil cmd begins pesb invites applications,0
do not prefer united spirits at current levels avinnash gorakssakar,2
lux industries lists on nse at rs 3342 05,0
consistent performer hdfc bank can be among top 3 holdings in any portfolio dipan mehta,1
twitter shares spike as 4q results fly above expectations,1
pre market nifty seen opening flat cpi iip data eyed,0
novartis india q2 net rises over 600 to rs 104 crore,1
pretax profit rose to eur 17 8 mn from eur 14 9 mn in 2005,1
don t get into midcaps which are making 52 week lows ashwani gujral,2
omaxe declares bonus to public shareholders,0
makemytrip expands share sale plan,0
market might see breakout if bank nifty gets past 15 550 mitesh thacker,0
ongc subsidy burden takes a toll stock up,1
in sweden there is an oversupply of pharmacies,2
market levels beyond 7250 possible in next few days mitesh thacker,0
the finnish company claims to have over a quarter of a million contented tulikivi fireplace business and homeowners worldwide,0
incap contract manufacturing services pvt ltd a subsidiary of incap corporation of finland plans to double its revenues by 2007 2008,1
gold steady below 3 week top fed meeting eyed,2
finnish stockmann group s mail order unit hobby hall has launched a trial marketing campaign in russia,0
crisil launches first inflation linked government securities index,0
the major part of the deliveries include different ac and cxe amplifier solutions and products by dinh telecom a company acquired by teleste last spring,0
axis bank is heading to levels closer to 1595 prakash gaba,1
the finnish company previously said its operating result will be lower than the break even posted a year earlier,2
oil steady around 114 as iraq exports in focus,0
wartsila won the contract in october 2007 and the plant will be installed at manturovo in the kostroma region of russia about 600 km northeast of moscow russia,1
max life insurance proposes maiden dividend for shareholders,0
at rs 22 lakh mrf is most costly futures contract,0
ecb s bond buying plan what s next,0
sanoma also has an executive committee in accordance with the company s articles of association that prepares proposals for matters to be decided or noted by the board of directors,0
reckitt benckiser names nitish kapoor as india md,0
at 10 33 am huhtamaki was the market s biggest faller 8 69 pct lower at 11 35 eur while the omx helsinki 25 was 0 32 pct higher at 3 332 41 and the omx helsinki was up 0 47 pct at 11 687 32,2
hyundai motors shares slips 10 lowest in nearly 5 years,2
as such the space has blond wood floors unlike the rest of the store and a notably scandinavian vibe,0
ptc fin ipo in mid march to raise rs 800 cr,0
subhash projects to raise rs 300 cr via spv stake sale,0
russia sistema down 7 6 per cent after yevtushenkov house arrest ruling,2
euronext names new head of post trade business,0
wall street ends up financials gain with bond yields,1
mcx managing director ceo vaish quits on health grounds,0
the name of the newspaper publishing and printing division sanoma will be changed to sanoma news,0
nifty ends near 7 600 after hitting all time high,1
infotech enterprises q2 net down 7 revenues up 24,2
food ministry hikes sugar production estimates,0
jaypee infra q4 net grows 7 fold to rs 96 crore,1
major currencies eerily calm as geopolitical risk lingers,0
timberrrr tsla,2
clsa sees over 15 upside in bharti infratel upgrades stock to outperform,1
tsla steaming up again this stock is relentless at the moment,1
hnis remain bullish saw record inflows in august prateek agarwal ask investment manager,0
pullback in nifty has come to an end mitesh thacker,0
our canned preserved food in finland report offers a comprehensive guide to the size and shape of the market at a national level,0
japan s nikkei lands financial times in 1 3 billion deal,1
look out for vintage fabric cushion covers 70s coffee pots ceramic serving dishes cocktail glasses and stainless steel party dishes,0
london morning briefing hsbc and standard chartered shares rise,1
igl won t reap immediate benefits from shift to cleaner fuel deven choksey,0
finnish outokumpu technology has been awarded several new grinding technology contracts,1
uk s ftse has worst day so far in 2015 as bg and prudential fall,2
gold rises nearly 1 per cent after us federal reserve minutes,1
suzuki shares soar on production shift report,1
according to bosse the present cooperation is beneficial to all parties however,1
skf india q2 net profit down 2 pc at rs 46 cr,2
fiskars brands report net sales of eur 145 8 mn up from eur 138 4 mn,1
nifty to test 6900 levels top five trading strategies,0
brent slumps below 89 to lowest since 2010 as rout extends,2
motilal oswal pe seeks tax exemption for fund investors,0
maintain buy on wipro with target of rs 528 sharekhan,1
budget 2014 why itcs stock gained despite the increase in excise duty on cigarettes,1
jbml q2 net profit jump two fold at rs 10 30 cr,1
gold steadies as buoyant equities balance ukraine tensions,0
sebi revamps secondary market advisory committee,0
dilip shanghvi sun pharma promoter a pharma maven with midas touch,0
gas pricing decision will determine next move on reliance ambareesh baliga market expert,0
richard merwe appointed md vice chairman of bayer cropscience,0
entertainment network india posts rs 52 2 crore net,0
ioc shares down 2 5 on sluggish december quarter earnings,2
castrol q4 net up 7 to rs 126 crore,1
us stocks strong data stops the bleeding on wall street,1
a flurry analytics spokesperson said that as it was only measuring windows phone 7 data for some weeks the firm double checked the data to make sure the 66 per cent rise was not an aberration,0
still enough trading opportunities in primary sectors prakash diwan altamount capital,0
the subdivision made sales revenues last year of eur 480 7 million eur 414 9 million in 2008 and operating profits of eur 44 5 million eur 7 4 million,1
f secure a developer of security solutions as a service through internet service providers and mobile operators announced results from its annual online wellbeing survey,0
pre market nifty seen opening lower may retest 6650 levels,2
sell bharti airtel ltd with target price of rs 289 prakash gaba,2
indigo plans to raise 400 million by selling 10 stake via ipo,0
adp news jan 13 2009 finnish industrial and environmental measurement equipment maker vaisala oyj omx vaias said yesterday it will develop an operational reference radiosonde for climate change observations,0
gold steadies near 1 200 as oil firms sentiment remains bearish,2
apl apollo tubes allots 10 lakh equity shares to promoter entity,0
gammon india to issue rs 100 crore debentures to promoters,0
investors can expect long term returns of as high as 30 from nifty,1
rnn day traders flushed out it should start going up slowly from now on,1
capital base and capital adequacy measurement is based on approaches under basel ii,0
cognizant s robust performance vindicates stronger demand scenario,1
bet on reliance power with a slightly medium to longer term horizon avinnash gorakssakar,1
market closer to the range of 6 100 6 150 levels mitesh thacker,0
zee entertainment q1 net down 6 26 per cent at rs 210 57 crore,2
mrpl surges on colombian crude buy plan,1
stay away from psu banks until reforms kick in nitin raheja,2
berkshire hathaway names kara raiguel to lead general re unit,0
ttk prestige q4 net down 6 49 per cent to rs 26 21 crore,2
10 year bond falls on liquidity woes,2
the contract is worth some eur 1 million,0
in terms of profitability and earnings 2007 was the best year in our history chief executive veli matti mattila said,1
railway stocks on a roll ahead of budget,1
nifty hits fresh lifetime high top fifteen stocks in focus,1
muthoot capital q2 net rises 15 to rs 6 crore,1
the issues identified by stonesoft affect a range of content inspection technology,0
elder pharma dec qtr net up 2 34 to rs 15 73 cr,1
the number of collection errors fell considerably and operations speeded up,1
banking is the sector is own right now satish betadur,0
the acquisition of landsbanken sverige in 2009 burdened the performance with eur 3 0 mn,2
sugar stocks jump up to 20 after up government holds cane price,1
alma media s operating profit amounted to eur 11 9 mn down from eur 15 0 mn a year earlier,2
amitabh chakraborty quits religare,0
cramo headquartered in vantaa finland rents construction machinery and equipment as well as rents and sells modular space,0
max india q1 net profit up at rs 537 crore,1
post 2g spectrum auction are telecom stocks good picks now,0
pretax profit decreased by 37 to eur 193 1 mn from eur 305 6 mn,2
apple s tanking here s what a 1 point move in apple does to the dow,2
government to review call put option rules that hit docomo exit plan,0
chana futures extend gains on rising demand,1
airtel hires it expert manish prakash to head its enterprise unit,0
jewellers smile as export orders hint at revival,1
cotton rally forces textile mills to go for small buys,1
he said it is for sale again and we will be actively marketing it,0
this action follows personnel negotiations concerning elcoteq se finnish branch elcoteq finland oy and elcoteq design center oy,0
copper futures down on weak global cues,2
gmr infrastructure s net loss widens to rs 441 crore in december quarter,2
currently it operates a fleet of eight carriers as well as nine pushers and barges,0
bond investors factor in rate cut yields head lower,1
raute corporation has received orders worth over eur 12 million from ooo ilim bratsk dok in russia,1
firstsource solutions gains 68 on bourses in three months as business outlook turns positive,1
phillips carbon gains on overseas buy out reports,1
operating profit rose to eur 27 8 mn from eur 17 5 mn in 2008,1
kaupthing bank will publish its annual results for 2007 before markets open on thursday 31 january,0
no financial details of the deployment were disclosed,0
silver extends weakness in futures trade on overseas cues,2
kansai nerolac rallies over 8 as q1 net profit jumps 19 77,1
the customer is then forwarded to the site and unknown to him logged in with the first number,0
euro is not too strong luc coene,0
after the split the company would have 26 885 540 series a shares and 9 540 000 series k shares,0
industry in asia pakistan malaysia taiwan and philippines today global research data services is going to publish several market analyses about the cement markets in asia,0
gold at three month low on global cues weak demand,2
npa cycle has peaked out for sbi prakash diwan,0
metal cos are having good volume growth,1
operating result showed a loss of eur 2 9 mn while a year before it showed a profit of eur 0 6 mn,2
tepid response to hrudayalaya ipo 26 subscribed on day 2,2
marksans pharma on a firm wicket buy stock with a target rs 132 sharmila joshi,1
shipping corporation of india s net loss widens more than nine times total income rises 27,2
the purpose of this action is to ensure company s cost effectiveness this year and in the near future,1
infosys shares end lower as top executive quits,2
alexandria va may 16 kenneth bower of vista calif has developed an ornamental design for a handset the u s patent trademark office announced,0
companies generating cash will be preferred by investors gopinath natarajan iifl premia,0
spicejet to issue warrants to promoters for fund raising,0
brokers seek reduction in option trading charges at nse,0
commodity exchanges turnover drops by 39 till feb 15 in fy 14,2
maruti suzuki could have avoided the mix up prateek agarwal,0
china yuan steady better than expected pmi survey has no impact,0
chennai petroleum net profit jumps over seven fold at rs 364 crore for fourth quarter,1
cardamom futures decline 0 71 per cent on profit booking,2
dhanteras demand slump dampens festival gold fever cools down,2
revival in sight for engineers india after poor quarterly numbers,0
bond yields inch higher auction in focus,1
the company said offshore segment represented 43 of the total marine engines orders for the july september 2010 period merchant 33 special vessels 18 and cruise and ferry and ship design 2 and 3 respectively,0
yit acquired investment rights to a 10 000 square metre residential project in yaroslavl and to a 16 400 square metre project in moscow,0
neste oil s board proposed 1 00 eur dividend for the full year 2007 compared with 0 90 eur a year ago,1
profit for the period totalled eur 1 1 mn down from eur 1 6 mn in the third quarter of 2008,2
nita ambani becomes first woman director on reliance board,0
6 350 a difficult level for the nifty to get past mitesh thacker,2
five factors that could decide what way the sensex moves next,0
money is flowing to early cyclical plays like capital good prashasta seth,1
sell hindustan unilever with a stop loss of rs 731 mitesh thacker,2
consolidated net sales increased 16 to reach eur74 8 m while operating profit amounted to eur0 9 m compared to a loss of eur0 7 m in the prior year period,1
revenue grew 1 percent to euro742 2 million us 964 million from euro735 million,1
brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system,1
sales vat inclusive expanded by 19 percent to 351 million euros,1
arvind pvt ltd net profits tanks by 49 on account of exceptional expenses,2
vip industries shares spike post stellar q2 earnings show,1
colgate palmolive q3 net profit up 16 to 130 86 crore,1
business cycle in recovery mode nomura,0
on the basis of competitive bidding ooo kitai stroi the russian subsidiary of china state construction engineering corporation a construction company owned by china state has been selected as the main constructor,0
maytas infra to consider share issue july 19,0
why long term investors should stay invested in infosys,0
rubber trades in bear market as china stockpiles swell,2
dhfl net profit up 52 to rs 138 4 crore,1
broader market stocks that can rally 20 in short term,1
sparc net loss widens to rs 9 40 crore in q4,2
nifty likely to be on the downside mitesh thacker,2
the total investment in the vantaa plant extension will amount to around 10 million euro and okmetic s share of the investments will be worth around 2 7 million,0
operating loss totalled eur 0 3 mn down from a profit of eur 5 1 mn in the first half of 2009,2
the tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind,0
dollar index heads for biggest weekly loss since april on us federal outlook,2
plywood and packaging stocks see upward movement on hopes that gst bill will be passed,1
street mood lifts oriental hotels,1
greenply q3 standalone net profit declines 2 82 to rs 28 54 crore,2
t nanda kumar to take over as nddb chief from february 27,0
hdfc bank q4 disappoints posts net profit of 2 327 crore,2
gitanjali gems has held on ashwani gujral market strategist,1
the company serves customers in various industries including process and resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy and information technology as well as catering and households,0
sbi s first bond sale botched up on regulatory order,2
kec international rallies on strong q4 results,1
bharat forge q2 profit nearly flat at rs 175 crore,0
justdial levels of rs 1000 look rich to me sudip bandyopadhyay,0
ofs technologies ipo opens on dec 28,0
correction in it a little worrying ashwani gujral,2
sell tata steel at a stop loss of rs 518 sandeep wagle,2
net sales in 2007 are expected to be 10 up on 2006,1
nikkei rises on federal reserve view industrial data gpif news,1
polaris q1 profit slips to rs 43 20 cr,2
the new units should become one of the largest ones within the company,0
gold dips on firmer equities middle east ukraine tensions eyed,2
the technology will become available to businesses from the fourth quarter nokia said,0
se asia stocks fall on growth concerns us data eyed,2
growth concerns hurt asia fx fuel price hike plan politics lift rupiah,1
max india rallies 11 hits 52 week high ahead of board meeting,1
pressure on rupee persists as geo political woes mount,2
investors pick stocks of auto companies focused on india skip exporters,0
ruchi soya q3 net up 33 35 at rs 36 54 crore,1
ashok leyland q3 net loss at rs 167 crore,0
the value of the order is eur 4mn,0
whats driving infosys to fresh all time highs,1
rising consumption to drive markets bnp paribas asset management,0
doubt on dalal street sensex sheds 518 points as fast as a bullet train,2
in q1 10 19 april 2010 finnish forest machinery and equipment maker ponsse oyj hel pon1v said today that it expects to swing to a net profit of some eur6 3 m in the first quarter of 2010 from an eur9 6 m loss a year earlier,1
new companies act may hurt non banking finance companies bond sales,2
the sellers include 40 shareholders including intellibis management employees and other investors,0
bob q2 numbers pathetic expect further downside chokkalingam,2
marico looks bullish but don t buy it sandeep wagle,2
aapl nice rsi 33 bounce at 9 58,1
gold futures discount shows signs of narrowing as duty cut hopes rise,2
united breweries input costs tn show key to profitability,1
the transaction value is cad 15 million approximately eur 10 million,0
china yuan retreats from near 5 month high versus us dollar,2
healthcare shares knock ftse after announcement of new us tax rules,2
dollar slips after weak us sales job data,2
shriram city union finance q4 net rises 21 to rs 151 crore,1
rajesh exports surges 16 on uae export order,1
prefer tata motors among largecap auto stocks p phani sekhar,1
refined soya oil futures gain 0 34 as demand picks up,1
which direction is crude oil heading to,0
it also has strong assets in electronic media employing 18 500 an increase of 9 percent on last year,1
so far norwegian norske skog has reduced the staff levels by 1 000 people and plans to reduce production by 200 000 tons in 2008 while finnish swedish stora enso is to cut staff by 1 700 people and production by 500 000 tons,2
sjvnl q3 net profit rises 10 to rs 210 93 crore,1
vaisala oyj stock exchange release 26 03 2010 klo 09 00 1 1 the annual general meeting of vaisala oyj decided on march 25 2010 to approve the company s annual accounts for 2009,0
punjab national bank q4 net dips 29 per cent at rs 806 crore,2
3 56 trillion despite spending billions to prop up currency china has biggest foreign reserves,1
stfc raises 583 cr via qip issue,1
it also said its third quarter diluted eps came in at 0 34 eur compared with 0 16 eur in the same quarter a year ago,1
most asian shares slip on anxiety over iraq dollar edges up,2
oil slid to a four year low after opec kept its oil production unchanged uso wti brent,2
akzo nobel to show higher earnings growth soon,1
strong deals crucial for wipro s growth push,0
completion of the transaction is subject to a final agreement and a due diligence process,0
added cost now at 1 54 bounce off of put oi s1 pivot moteltan bto aapl apr 27 2012 605 0 calls 1 66 for ride to 609 ish,1
operating profit margin increased from 11 2 to 11 7,1
hexawares stock falls 6 as profit growth comes under pressure,2
media firm db corp q1 net profit down 16 at rs 66 45 crore,2
in 2008 the steel industry accounted for 64 percent of the cargo volumes transported whereas the energy industry accounted for 28 percent and other industries for 8 percent,0
power plant operators surge as government plans to boost lng imports,1
earnings per share were at loss of eur0 24,2
alstom t d fourth quarter net profit falls 13 to rs 54 crore,2
wall street week ahead tech earnings take center stage next week,0
vedanta shares fall 7 on mixed production update,2
capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy,2
capman the stockholm headquartered private equity firm has held a first close on its second private equity real estate fund as it continues its push into the property sector,0
infinite computer ipo sees robust demand subscribed 43 times,1
cash flow from operating activities before investments was eur 7 6 million eur 2 5 million,0
investors sell old tax free bonds to put money in new,0
suzlon slips 10 as auditors raise red flag on companys operations,2
calculus that drives indian railways,0
demonstrations of the broad capabilities of the mobility business suite will be organized during the 3gsm world congress in barcelona from february 12th to 15th,0
most bullish stocks on twitter during this dip yhoo gdx googl stz gold ew vz celg sbux scty more,1
fii exit will not hurt nifty as retail investors take charge,1
get out of wipro ashwani gujral,2
talwalkars can retest 133 140 levels ashwani gujral,0
st petersburg oct 14 prime tass finnish tire producer nokian tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of vsevolozhsk in russia s leningrad region in 2011 the company s president kim gran told reporters thursday,1
european central bank could fix euro zone flaw with risk free bond,0
besides pit produkt will enter the new segments,0
the recruits who have completed the k retailer trainee program are qualified to start a career as independent retailers in k stores,0
update 3 bp settles oil spill related claims with halliburton transocean,2
overweight on the hdil param desai angel broking,1
era infra bags rs 329 crore contract stock surges,1
commodity turnover decreases by 40 51 per cent report,2
l t has also made a commitment to redeem the remaining shares by the end of 2011,0
the sale will lead to a pretax capital gain of eur 22 million for the finnish company in 2011,1
sell tata steel with a stop loss of rs 397 prakash gaba,2
rupee hits 2 week low on defence related dollar demand,2
extremely bullish on mnc pharma space angel broking,1
tectia corporation hel tec1v a provider of real time security solutions today announced that it has appointed lan2lan a provider of it services in the uk to distribute its data security and manage file transfer software,1
ramprasad reddy to head aurobindo pharma s us based arm,0
euronext posts strongest september since 2008,1
central bank october december net declines 66 to rs 62 crore,2
how to play nifty options ahead of bihar elections and win,0
poyry s contract includes engineering management civil and detail engineering services and time scheduling and procurement services,0
tyre makers continue to face cost pressure,2
quarterly diluted eps on continuing operations came in at 0 21 eur compared with last year s 0 12 eur,1
facebook rally has analysts gasping for breath,1
raw sugar deals slow down after subsidy announcement,2
hindalco clocks 37 dip in net to rs 2 456 crore,2
rost nov 90 calls 2 08 go long until exp imo unless europeans keeps f ing around,1
niftys still holding the momentum nirmal bang,0
den networks q2 down 28 24 per cent at rs 11 18 crore,2
yhoo a breakout above 29 83 would constitute a technical entry for the short term trader,1
adani ports sez q4 net profit at rs 530 crore,0
oil pricey inputs make it a sticky affair for pidilite,2
vodafone ropes in philips president ceo as new chairman,0
f secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised,2
goodyear india q4 profit grows 71 to rs 27 60 crore,1
milestone capital withdraws ipo application,0
nordea group s operating profit increased in 2010 by 18 percent year on year to 3 64 billion euros and total revenue by 3 percent to 9 33 billion euros,1
hyundai creta compact suv first drive review,0
man infraconstruction drops 4 on promoter stake sale,2
spy vxx aapl the parties over loaded on uvxy volatility is back,2
finnish bank of land reports its operating profit rose to eur 21 3 mn in the second quarter of 2009 from eur 6 1 mn in the corresponding period in 2008,1
indiabulls housing finance q4 net up 21 at rs 367 59 crore,1
steady demand rain woes push up guar prices,1
commexes turnover dips 70 per cent,2
vaisala s board of directors will propose a dividend of 0 85 euro 1 24 per share at the company s annual general meeting,0
union budget 2012 13 power cos trading mixed on ecb fuel supply decision,0
akzo nobel india reported rs 60 89 crore pat in q1 of fy13,0
the cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 the statement says,0
sebi to study surveillance systems in overseas markets,0
retailers kingfisher and sports direct rise in britain s share index,1
bob q3 fy 10 profit up by 18 pc on strong growth in fee income,1
sanghvi forgings lists at rs 88 on the nse,0
support for nifty expected at 4700,0
sensex soars about 400 points makes fresh life high of 25 416,1
rice price hike to benefit krbl significantly gajendra nagpal,1
tremendous opportunities ahead to take leadership role in india s evolution umang bedi md sales and marketing adobe systems,0
selected commodities moved up,1
lakshmi vilas bank q3 net down 76 at rs 7 42 crore on bad loans,2
nucleus software q4 net dips 51 74 pc stock down,2
want to bet on infosys five reasons why you should wait and watch,0
v balakrishnan joins avekshaa technologies advisory board,0
world stocks hit one month low focus on fed,2
mcx sxccl seeks candidates for managing director ceo post,0
sateesh andra takes over as ventureast tenet funds managing partner,0
affecto has participated in the program for the development of the norwegian pension system since 2007,0
lse deutsche boerse merger would signal end to exchange mega deals,1
koff s market share of the volume of the market was 23 4 karhu s 21 4,0
lee man paper and metso have a long and prosperous co operation a good example of which are the changshu and hongmei kraftliner machines delivered earlier,1
global markets economic data will continue to be important this week,0
ocwen reaches settlement with california regulator,1
this will bring cost savings of about eur 3mn a year,1
hikal q1 net down 66 to rs 5 crore due to forex loss,2
infosys tanks 8 m cap down by rs 14 235 cr as bg srinivas quits,2
sterling slips from monday peak as inflation data dents rate expectations,2
it s a bad idea to make 5 min predictions based on faith rt dandyduct aapl sell signal hit at 584 it will go down for the next 5 min,2
phaneesh murthy appointed ceo of patni,0
obc net plummets 29 at rs 257 84 crore,2
sterling steadies after biggest daily rise vs euro since 2009,0
astral poly rocks d street by rallying over 3400 in last 5 years,1
cardamom futures fall 0 92 per cent on sluggish demand,2
airtel q1 net profit jumps 40 per cent to rs 1 554 crore,1
hindalco buoyancy in aluminium will boost realisations,1
brazil logs world s worst carry trade in 2015,2
edible oils remain weak on sluggish demand global cues,2
samvat 2071 likely to remain volatile but sensex can rally 20 in next 12 months,1
our key geographical markets are europe russian federation middle east south africa and japan,0
chances are that nifty will go towards 8650 8700 ashwani gujral,0
the offer represents a premium of 24 over the stock s closing price on friday,1
they want my credit card info and my personal details,0
bgr energy is a short sale deepak mohini,2
which sensex stocks should you bet on,0
the restructuring measures will not affect the production of packaging printing material,0
iifl executives bharat parajia h nemkumar sell shares fuels exit buzz,2
in charges of rourkela steel plant awarded for exemplary work,0
bond yields little changed buyback news to support,0
idfc lowers fii shareholding limit by 0 25 percentage points,0
smallcaps that can give good returns in near term,1
canara bank hands over dividend of rs 348 81 cr to government,0
panostaja oyj s panostaja board of directors decided on 16 december 2010 on a new long term incentive and commitment plan for members of the management team,1
lot more pain left for axis bank due to huge infra exposure hemindra hazari,2
right time to build long positions on nifty ashwani gujral,1
improved margins declining prices make cement stocks attractive motilal oswal securities,1
we succeeded in increasing our market share of sold apartment comments mr kari kauniskangas head of yit international construction services,1
ixonos has a rich heritage in developing leadership experiences in the smartphone segment,1
gur prices end steady on limited buying,0
finland s national carrier finnair plc carried a record 8 5 million passengers in 2005 an increase of 4 5 percent on the previous year the airline reported tuesday,1
hargreaves lansdown share price falls as costs mount although pensions,2
rajshree sugars q4 net profit at rs 24 41 cr stock up,1
european stock markets steady at open,0
nissan to brief on abnormal deployment of takata air bag shares sink,2
outotec s net profit for the second quarter of 2007 jumped to 16 8 mln euro 23 1 mln from 4 6 mln euro 6 3 mln a year ago,1
also in latvia we act as a partner for bakery customers in both production and product development,0
economic revival for concor anticipated limited upside for stock seen in short term,0
the capital structure of solidium may be complemented by other financial instruments in the future,0
the company said that the operations will be sold to a newly established company cps gmbh where the present management of the plastics business is a co owner,0
market is chasing anything related with gujarat or modi jagdish malkani,0
user growth for twitter starts to slow and stock dips,2
the company will use the assets for strengthening its balance sheet and financial position,1
turbulence hits aviation stocks as reform hopes fade,2
sell tata power ltd with a target of rs 79 ashwani gujral,2
china yuan eases loses 0 1 per cent on week,2
under the contract cramo sverige and its subcontractor brinkab ab will provide all scaffolding installations at lkab s new pellets plant in kiruna in northern sweden,1
4300 levels is a possibility for nifty rajat bose,1
sebi s public offer norms bat for retail investors,0
commexes asked to implement fslrc suggestion from next month,0
see a nifty upmove but not overly long sandeep wagle,0
gmdc q3 net 4 71 pc down at rs 71 19 cr,2
mrpl now a schedule a company to be entitled to more benefits,1
cipla focus on exports critical to swing in future surprises,0
exchange traded funds make an exit of rs 4 300 crore from indian equities,0
the airline was targeting travel agents tour operators and travel management companies to raise awareness first before targeting consumers he added,0
mcx plans strategic stake sales to raise rs 900 crore,0
shire to buy nps for 5 2 billion to boost rare disease drugs,1
fbr capital reiterated outperform rating on brcm with a price target of 45 00 on friday,1
bg group s shares soar more than 40 on shell deal,1
dhfl q1 net jumps 25 to rs 120 crore,1
sponda plc s annual general meeting decided on 23 march 2005 to establish a shareholders nomination committee to prepare proposals for the annual general meeting in 2006 on the composition of the board of directors and their remuneration,0
sks microfinances now the toast of smart investors,1
the company does not disclose the sum it applied for,0
surya pharma cdr fails bankers to start recovery process,2
pertti ervi is independent from the company and its major shareholders,0
kesko agro lietuva the agricultural machinery and grain trader and another member of the kesko group boosted its sales by 42 9 percent to 13 4 million euros vat inclusive,1
india incs roe may improve this fiscal,1
exports make up more than 80 per cent of our sales so the name glaston also reflects a truly internationally operating company explains kyro s president ceo mika seitovirta,0
instead elcoteq has signed a non binding letter of intent with another asian strategic investor,1
aptech s roof on the upside is 115 to 117 ashwani gujral market strategist,1
sant singh chatwal led hampshire hotels appoints new ceo,0
the acquisition of elektros pavara completes kone s market expansion strategy in the baltic countries,1
london marketwatch share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse 100,2
laxmi shivanand mankekar buys 6 50 lakh shares of financial technologies,1
april 14 2014 mecklai financial report on rupee,0
malaysia airlines shares fall 18 per cent after latest disaster,2
here s what to expect from hdfc q4 results net profit to grow by 6 2 yoy,1
nikkei steady as china data arrives in line with expectations,0
